step,time,id,mass,x,y,z,vx,vy,vz,radius
45,0.0044999999999999988,1,1,0.49999009998723054,0.0022499858099102213,0,-0.004500012704293373,0.49999009989159554,0,1
46,0.0045999999999999991,0,1,-0.49998964998596013,-0.0022999848198993807,0,0.0046000136267757216,-0.49998964988137218,0,1
46,0.0045999999999999991,1,1,0.49998964998596013,0.0022999848198993807,0,-0.0046000136267757216,0.49998964988137218,0,1
47,0.0046999999999999993,0,1,-0.49998918998459746,-0.0023499837848875178,0,0.0047000145927579258,-0.4999891898704425,0,1
47,0.0046999999999999993,1,1,0.49998918998459746,0.0023499837848875178,0,-0.0047000145927579258,0.4999891898704425,0,1
48,0.0047999999999999996,0,1,-0.49998871998313821,-0.0023999827038745621,0,0.0048000156032399826,-0.49998871985877463,0,1
48,0.0047999999999999996,1,1,0.49998871998313821,0.0023999827038745621,0,-0.0048000156032399826,0.49998871985877463,0,1
49,0.0048999999999999998,0,1,-0.49998823998157788,-0.0024499815758604396,0,0.0049000166592218881,-0.49998823984633606,0,1
49,0.0048999999999999998,1,1,0.49998823998157788,0.0024499815758604396,0,-0.0049000166592218881,0.49998823984633606,0,1
50,0.0050000000000000001,0,1,-0.49998774997991197,-0.002499980399845073,0,0.005000017761703641,-0.49998774983309363,0,1
50,0.0050000000000000001,1,1,0.49998774997991197,0.002499980399845073,0,-0.005000017761703641,0.49998774983309363,0,1
51,0.0051000000000000004,0,1,-0.49998724997813582,-0.0025499791748283822,0,0.0051000189116852373,-0.49998724981901344,0,1
51,0.0051000000000000004,1,1,0.49998724997813582,0.0025499791748283822,0,-0.0051000189116852373,0.49998724981901344,0,1
52,0.0052000000000000006,0,1,-0.49998673997624465,-0.0025999778998102834,0,0.0052000201101666758,-0.49998673980406089,0,1
52,0.0052000000000000006,1,1,0.49998673997624465,0.0025999778998102834,0,-0.0052000201101666758,0.49998673980406089,0,1
53,0.0053000000000000009,0,1,-0.49998621997423365,-0.0026499765737906895,0,0.0053000213581479542,-0.49998621978820063,0,1
53,0.0053000000000000009,1,1,0.49998621997423365,0.0026499765737906895,0,-0.0053000213581479542,0.49998621978820063,0,1
54,0.0054000000000000012,0,1,-0.49998568997209786,-0.0026999751957695094,0,0.0054000226566290705,-0.49998568977139668,0,1
54,0.0054000000000000012,1,1,0.49998568997209786,0.0026999751957695094,0,-0.0054000226566290705,0.49998568977139668,0,1
55,0.0055000000000000014,0,1,-0.49998514996983218,-0.002749973764746649,0,0.0055000240066100234,-0.49998514975361236,0,1
55,0.0055000000000000014,1,1,0.49998514996983218,0.002749973764746649,0,-0.0055000240066100234,0.49998514975361236,0,1
56,0.0056000000000000017,0,1,-0.4999845999674315,-0.0027999722797220103,0,0.0056000254090908105,-0.49998459973481024,0,1
56,0.0056000000000000017,1,1,0.4999845999674315,0.0027999722797220103,0,-0.0056000254090908105,0.49998459973481024,0,1
57,0.0057000000000000019,0,1,-0.4999840399648906,-0.0028499707396954913,0,0.0057000268650714316,-0.49998403971495226,0,1
57,0.0057000000000000019,1,1,0.4999840399648906,0.0028499707396954913,0,-0.0057000268650714316,0.49998403971495226,0,1
58,0.0058000000000000022,0,1,-0.49998346996220411,-0.0028999691436669864,0,0.0058000283755518852,-0.49998346969399954,0,1
58,0.0058000000000000022,1,1,0.49998346996220411,0.0028999691436669864,0,-0.0058000283755518852,0.49998346969399954,0,1
59,0.0059000000000000025,0,1,-0.49998288995936657,-0.0029499674906363865,0,0.005900029941532171,-0.49998288967191262,0,1
59,0.0059000000000000025,1,1,0.49998288995936657,0.0029499674906363865,0,-0.005900029941532171,0.49998288967191262,0,1
60,0.0060000000000000027,0,1,-0.49998229995637244,-0.0029999657796035777,0,0.0060000315640122885,-0.49998229964865132,0,1
60,0.0060000000000000027,1,1,0.49998229995637244,0.0029999657796035777,0,-0.0060000315640122885,0.49998229964865132,0,1
61,0.006100000000000003,0,1,-0.49998169995321606,-0.0030499640095684429,0,0.0061000332439922374,-0.49998169962417471,0,1
61,0.006100000000000003,1,1,0.49998169995321606,0.0030499640095684429,0,-0.0061000332439922374,0.49998169962417471,0,1
62,0.0062000000000000033,0,1,-0.49998108994989165,-0.0030999621795308602,0,0.0062000349824720179,-0.49998108959844118,0,1
62,0.0062000000000000033,1,1,0.49998108994989165,0.0030999621795308602,0,-0.0062000349824720179,0.49998108959844118,0,1
63,0.0063000000000000035,0,1,-0.49998046994639339,-0.0031499602884907042,0,0.0063000367804516306,-0.49998046957140846,0,1
63,0.0063000000000000035,1,1,0.49998046994639339,0.0031499602884907042,0,-0.0063000367804516306,0.49998046957140846,0,1
64,0.0064000000000000038,0,1,-0.49997983994271533,-0.003199958335447845,0,0.0064000386389310758,-0.49997983954303349,0,1
64,0.0064000000000000038,1,1,0.49997983994271533,0.003199958335447845,0,-0.0064000386389310758,0.49997983954303349,0,1
65,0.006500000000000004,0,1,-0.49997919993885143,-0.0032499563194021484,0,0.0065000405589103558,-0.49997919951327263,0,1
65,0.006500000000000004,1,1,0.49997919993885143,0.0032499563194021484,0,-0.0065000405589103558,0.49997919951327263,0,1
66,0.0066000000000000043,0,1,-0.49997854993479551,-0.0032999542393534757,0,0.006600042541389471,-0.49997854948208142,0,1
66,0.0066000000000000043,1,1,0.49997854993479551,0.0032999542393534757,0,-0.006600042541389471,0.49997854948208142,0,1
67,0.0067000000000000046,0,1,-0.49997788993054137,-0.0033499520943016839,0,0.0067000445873684235,-0.49997788944941479,0,1
67,0.0067000000000000046,1,1,0.49997788993054137,0.0033499520943016839,0,-0.0067000445873684235,0.49997788944941479,0,1
68,0.0068000000000000048,0,1,-0.49997721992608263,-0.0033999498832466253,0,0.0068000466978472155,-0.49997721941522694,0,1
68,0.0068000000000000048,1,1,0.49997721992608263,0.0033999498832466253,0,-0.0068000466978472155,0.49997721941522694,0,1
69,0.0069000000000000051,0,1,-0.49997653992141283,-0.0034499476051881479,0,0.00690004887382585,-0.49997653937947134,0,1
69,0.0069000000000000051,1,1,0.49997653992141283,0.0034499476051881479,0,-0.00690004887382585,0.49997653937947134,0,1
70,0.0070000000000000053,0,1,-0.49997584991652544,-0.0034999452591260951,0,0.0070000511163043292,-0.49997584934210076,0,1
70,0.0070000000000000053,1,1,0.49997584991652544,0.0034999452591260951,0,-0.0070000511163043292,0.49997584934210076,0,1
71,0.0071000000000000056,0,1,-0.49997514991141379,-0.0035499428440603051,0,0.007100053426282657,-0.49997514930306736,0,1
71,0.0071000000000000056,1,1,0.49997514991141379,0.0035499428440603051,0,-0.007100053426282657,0.49997514930306736,0,1
72,0.0072000000000000059,0,1,-0.49997443990607116,-0.0035999403589906118,0,0.0072000558047608364,-0.49997443926232249,0,1
72,0.0072000000000000059,1,1,0.49997443990607116,0.0035999403589906118,0,-0.0072000558047608364,0.49997443926232249,0,1
73,0.0073000000000000061,0,1,-0.49997371990049067,-0.0036499378029168439,0,0.0073000582527388723,-0.49997371921981681,0,1
73,0.0073000000000000061,1,1,0.49997371990049067,0.0036499378029168439,0,-0.0073000582527388723,0.49997371921981681,0,1
74,0.0074000000000000064,0,1,-0.49997298989466538,-0.0036999351748388254,0,0.0074000607712167684,-0.49997298917550037,0,1
74,0.0074000000000000064,1,1,0.49997298989466538,0.0036999351748388254,0,-0.0074000607712167684,0.49997298917550037,0,1
75,0.0075000000000000067,0,1,-0.49997224988858824,-0.0037499324737563754,0,0.0075000633611945295,-0.49997224912932248,0,1
75,0.0075000000000000067,1,1,0.49997224988858824,0.0037499324737563754,0,-0.0075000633611945295,0.49997224912932248,0,1
76,0.0076000000000000069,0,1,-0.49997149988225215,-0.0037999296986693078,0,0.0076000660236721614,-0.49997149908123167,0,1
76,0.0076000000000000069,1,1,0.49997149988225215,0.0037999296986693078,0,-0.0076000660236721614,0.49997149908123167,0,1
77,0.0077000000000000072,0,1,-0.49997073987564977,-0.003849926848577431,0,0.0077000687596496704,-0.49997073903117584,0,1
77,0.0077000000000000072,1,1,0.49997073987564977,0.003849926848577431,0,-0.0077000687596496704,0.49997073903117584,0,1
78,0.0078000000000000074,0,1,-0.49996996986877379,-0.0038999239224805486,0,0.0078000715701270623,-0.49996996897910223,0,1
78,0.0078000000000000074,1,1,0.49996996986877379,0.0038999239224805486,0,-0.0078000715701270623,0.49996996897910223,0,1
79,0.0079000000000000077,0,1,-0.49996918986161676,-0.0039499209193784588,0,0.0079000744561043435,-0.49996918892495729,0,1
79,0.0079000000000000077,1,1,0.49996918986161676,0.0039499209193784588,0,-0.0079000744561043435,0.49996918892495729,0,1
80,0.0080000000000000071,0,1,-0.49996839985417113,-0.0039999178382709548,0,0.0080000774185815214,-0.49996839886868683,0,1
80,0.0080000000000000071,1,1,0.49996839985417113,0.0039999178382709548,0,-0.0080000774185815214,0.49996839886868683,0,1
81,0.0081000000000000065,0,1,-0.49996759984642924,-0.0040499146781578232,0,0.0081000804585586034,-0.49996759881023595,0,1
81,0.0081000000000000065,1,1,0.49996759984642924,0.0040499146781578232,0,-0.0081000804585586034,0.49996759881023595,0,1
82,0.0082000000000000059,0,1,-0.49996678983838339,-0.0040999114380388469,0,0.0082000835770355985,-0.49996678874954903,0,1
82,0.0082000000000000059,1,1,0.49996678983838339,0.0040999114380388469,0,-0.0082000835770355985,0.49996678874954903,0,1
83,0.0083000000000000053,0,1,-0.49996596983002567,-0.0041499081169138015,0,0.0083000867750125142,-0.49996596868656973,0,1
83,0.0083000000000000053,1,1,0.49996596983002567,0.0041499081169138015,0,-0.0083000867750125142,0.49996596868656973,0,1
84,0.0084000000000000047,0,1,-0.49996513982134816,-0.0041999047137824584,0,0.0084000900534893612,-0.49996513862124103,0,1
84,0.0084000000000000047,1,1,0.49996513982134816,0.0041999047137824584,0,-0.0084000900534893612,0.49996513862124103,0,1
85,0.0085000000000000041,0,1,-0.49996429981234281,-0.0042499012276445824,0,0.008500093413466147,-0.49996429855350527,0,1
85,0.0085000000000000041,1,1,0.49996429981234281,0.0042499012276445824,0,-0.008500093413466147,0.49996429855350527,0,1
86,0.0086000000000000035,0,1,-0.49996344980300145,-0.0042998976574999325,0,0.0086000968559428841,-0.49996344848330404,0,1
86,0.0086000000000000035,1,1,0.49996344980300145,0.0042998976574999325,0,-0.0086000968559428841,0.49996344848330404,0,1
87,0.0087000000000000029,0,1,-0.49996258979331587,-0.0043498940023482631,0,0.0087001003819195816,-0.49996258841057822,0,1
87,0.0087000000000000029,1,1,0.49996258979331587,0.0043498940023482631,0,-0.0087001003819195816,0.49996258841057822,0,1
88,0.0088000000000000023,0,1,-0.49996171978327769,-0.0043998902611893211,0,0.0088001039923962521,-0.49996171833526798,0,1
88,0.0088000000000000023,1,1,0.49996171978327769,0.0043998902611893211,0,-0.0088001039923962521,0.49996171833526798,0,1
89,0.0089000000000000017,0,1,-0.49996083977287847,-0.0044498864330228477,0,0.0089001076883729064,-0.4999608382573128,0,1
89,0.0089000000000000017,1,1,0.49996083977287847,0.0044498864330228477,0,-0.0089001076883729064,0.4999608382573128,0,1
90,0.0090000000000000011,0,1,-0.49995994976210961,-0.0044998825168485789,0,0.0090001114708495571,-0.49995994817665151,0,1
90,0.0090000000000000011,1,1,0.49995994976210961,0.0044998825168485789,0,-0.0090001114708495571,0.49995994817665151,0,1
91,0.0091000000000000004,0,1,-0.4999590497509625,-0.0045498785116662444,0,0.0091001153408262186,-0.49995904809322217,0,1
91,0.0091000000000000004,1,1,0.4999590497509625,0.0045498785116662444,0,-0.0091001153408262186,0.49995904809322217,0,1
92,0.0091999999999999998,0,1,-0.49995813973942843,-0.0045998744164755662,0,0.0092001192993029033,-0.49995813800696215,0,1
92,0.0091999999999999998,1,1,0.49995813973942843,0.0045998744164755662,0,-0.0092001192993029033,0.49995813800696215,0,1
93,0.0092999999999999992,0,1,-0.49995721972749851,-0.004649870230276262,0,0.0093001233472796256,-0.49995721791780812,0,1
93,0.0092999999999999992,1,1,0.49995721972749851,0.004649870230276262,0,-0.0093001233472796256,0.49995721791780812,0,1
94,0.0093999999999999986,0,1,-0.49995628971516376,-0.0046998659520680426,0,0.0094001274857563998,-0.49995628782569612,0,1
94,0.0093999999999999986,1,1,0.49995628971516376,0.0046998659520680426,0,-0.0094001274857563998,0.49995628782569612,0,1
95,0.009499999999999998,0,1,-0.49995534970241517,-0.0047498615808506126,0,0.009500131715733242,-0.49995534773056138,0,1
95,0.009499999999999998,1,1,0.49995534970241517,0.0047498615808506126,0,-0.009500131715733242,0.49995534773056138,0,1
96,0.0095999999999999974,0,1,-0.4999543996892436,-0.0047998571156236689,0,0.0096001360382101698,-0.49995439763233857,0,1
96,0.0095999999999999974,1,1,0.4999543996892436,0.0047998571156236689,0,-0.0096001360382101698,0.49995439763233857,0,1
97,0.0096999999999999968,0,1,-0.49995343967563977,-0.0048498525553869031,0,0.0097001404541871977,-0.4999534375309615,0,1
97,0.0096999999999999968,1,1,0.49995343967563977,0.0048498525553869031,0,-0.0097001404541871977,0.4999534375309615,0,1
98,0.0097999999999999962,0,1,-0.49995246966159435,-0.0048998478991399991,0,0.0098001449646643434,-0.49995246742636335,0,1
98,0.0097999999999999962,1,1,0.49995246966159435,0.0048998478991399991,0,-0.0098001449646643434,0.49995246742636335,0,1
99,0.0098999999999999956,0,1,-0.4999514896470979,-0.0049498431458826356,0,0.0099001495706416264,-0.49995148731847661,0,1
99,0.0098999999999999956,1,1,0.4999514896470979,0.0049498431458826356,0,-0.0099001495706416264,0.49995148731847661,0,1
100,0.009999999999999995,0,1,-0.49995049963214083,-0.0049998382946144834,0,0.010000154273119065,-0.49995049720723311,0,1
100,0.009999999999999995,1,1,0.49995049963214083,0.0049998382946144834,0,-0.010000154273119065,0.49995049720723311,0,1
101,0.010099999999999994,0,1,-0.49994949961671353,-0.0050498333443352063,0,0.010100159073096677,-0.49994949709256387,0,1
101,0.010099999999999994,1,1,0.49994949961671353,0.0050498333443352063,0,-0.010100159073096677,0.49994949709256387,0,1
102,0.010199999999999994,0,1,-0.49994848960080623,-0.0050998282940444631,0,0.010200163971574484,-0.49994848697439931,0,1
102,0.010199999999999994,1,1,0.49994848960080623,0.0050998282940444631,0,-0.010200163971574484,0.49994848697439931,0,1
103,0.010299999999999993,0,1,-0.49994746958440905,-0.0051498231427419029,0,0.010300168969552506,-0.49994746685266911,0,1
103,0.010299999999999993,1,1,0.49994746958440905,0.0051498231427419029,0,-0.010300168969552506,0.49994746685266911,0,1
104,0.010399999999999993,0,1,-0.49994643956751211,-0.0051998178894271697,0,0.010400174068030765,-0.49994643672730221,0,1
104,0.010399999999999993,1,1,0.49994643956751211,0.0051998178894271697,0,-0.010400174068030765,0.49994643672730221,0,1
105,0.010499999999999992,0,1,-0.49994539955010531,-0.0052498125330998997,0,0.010500179268009283,-0.4999453965982269,0,1
105,0.010499999999999992,1,1,0.49994539955010531,0.0052498125330998997,0,-0.010500179268009283,0.4999453965982269,0,1
106,0.010599999999999991,0,1,-0.49994434953217853,-0.005299807072759722,0,0.010600184570488084,-0.49994434646537078,0,1
106,0.010599999999999991,1,1,0.49994434953217853,0.005299807072759722,0,-0.010600184570488084,0.49994434646537078,0,1
107,0.010699999999999991,0,1,-0.49994328951372147,-0.0053498015074062589,0,0.010700189976467191,-0.49994328632866075,0,1
107,0.010699999999999991,1,1,0.49994328951372147,0.0053498015074062589,0,-0.010700189976467191,0.49994328632866075,0,1
108,0.01079999999999999,0,1,-0.49994221949472384,-0.0053997958360391249,0,0.010800195486946627,-0.49994221618802293,0,1
108,0.01079999999999999,1,1,0.49994221949472384,0.0053997958360391249,0,-0.010800195486946627,0.49994221618802293,0,1
109,0.01089999999999999,0,1,-0.49994113947517516,-0.0054497900576579274,0,0.010900201102926421,-0.49994113604338281,0,1
109,0.01089999999999999,1,1,0.49994113947517516,0.0054497900576579274,0,-0.010900201102926421,0.49994113604338281,0,1
110,0.010999999999999989,0,1,-0.49994004945506487,-0.0054997841712622654,0,0.011000206825406596,-0.49994004589466517,0,1
110,0.010999999999999989,1,1,0.49994004945506487,0.0054997841712622654,0,-0.011000206825406596,0.49994004589466517,0,1
111,0.011099999999999988,0,1,-0.49993894943438233,-0.0055497781758517316,0,0.011100212655387178,-0.49993894574179415,0,1
111,0.011099999999999988,1,1,0.49993894943438233,0.0055497781758517316,0,-0.011100212655387178,0.49993894574179415,0,1
112,0.011199999999999988,0,1,-0.49993783941311681,-0.005599772070425911,0,0.011200218593868197,-0.49993783558469301,0,1
112,0.011199999999999988,1,1,0.49993783941311681,0.005599772070425911,0,-0.011200218593868197,0.49993783558469301,0,1
113,0.011299999999999987,0,1,-0.49993671939125744,-0.0056497658539843799,0,0.01130022464184968,-0.49993671542328449,0,1
113,0.011299999999999987,1,1,0.49993671939125744,0.0056497658539843799,0,-0.01130022464184968,0.49993671542328449,0,1
